『三四郎』夏目漱石,En_text,Happy,Angry,Surprise,Sad,Fear
"食卓はむろん前から用意ができていた。
みんな、ごたごたに席へ着いた。
順序もなにもない。
食事は始まった。
三四郎は熊本で赤酒ばかり飲んでいた。","The dining table was, of course, ready before.
Everyone took their seats in a jumble.
There was no order to it.
The meal began.
Sanshiro had been drinking only red sake in Kumamoto.",0.5,0.5,0.0,0.0,0.0
"赤酒というのは、所でできる下等な酒である。
熊本の学生はみんな赤酒を飲む。
それが当然と心得ている。
たまたま飲食店へ上がれば牛肉屋である。
その牛肉屋の牛が馬肉かもしれないという嫌疑がある。","Akazake is a lowly liquor made at a place.
All students in Kumamoto drink akashu.
They know that it is the natural thing to do.
If you happen to go to a restaurant, you may find yourself in a beef shop.
There is a suspicion that the beef in the beef shop may be horse meat.",0.0,0.0,0.0,0.5,0.5
"学生は皿に盛った肉を手づかみにして、座敷の壁へたたきつける。
落ちれば牛肉で、ひっつけば馬肉だという。
まるで呪みたような事をしていた。
その三四郎にとって、こういう紳士的な学生親睦会は珍しい。
喜んでナイフとフォークを動かしていた。","The student grabs a plate of meat and slams it against the wall of the sitting room.
If it fell off, it was beef, and if it stuck, it was horse meat.
It was like a curse.
For Sanshiro, this kind of gentlemanly student social gathering was a rarity.
He happily moved his knife and fork.",0.29,0.29,0.0,0.0,0.43
そのあいだにはビールをさかんに飲んだ。,"In the meantime, he drank beer liberally.",0,0,0,0,0
"「学生集会所の料理はまずいですね」と三四郎に隣にすわった男が話しかけた。
この男は頭を坊主に刈って、金縁の眼鏡をかけたおとなしい学生であった。","The food at the student meeting hall is bad,"" said a man sitting next to Sanshiro.
This man was a quiet student with a shaved head and gold-rimmed glasses.",0.0,0.0,0.0,0.5,0.5
"「そうですな」と三四郎は生返事をした。
相手が与次郎なら、ぼくのようないなか者には非常にうまいと正直なところをいうはずであったが、その正直がかえって皮肉に聞こえると悪いと思ってやめにした。
するとその男が、","I guess so,"" Sanshiro replied.
If it had been Yojiro, I would have told him honestly that he was very good at it for a countryman like me, but I decided not to, lest my honesty sound sarcastic.
But I decided not to do so because I felt that my honesty would sound sarcastic.",0.0,0.0,0.2,0.4,0.4
「君はどこの高等学校ですか」と聞きだした。,"He began to ask, ""What high school are you from?""",0.0,0.0,0.0,0.0,1.0
「熊本です」,Kumamoto.,0,0,0,0,0
「熊本ですか。熊本にはぼくの従弟もいたが、ずいぶんひどい所だそうですね」,"Kumamoto? My cousin used to live in Kumamoto, and I hear it's a very bad place.",0.0,0.0,0.0,0.0,1.0
"「野蛮な所です」
二人が話していると、向こうの方で、急に高い声がしだした。
見ると与次郎が隣席の二、三人を相手に、しきりに何か弁じている。","It's a barbaric place.""
While the two were talking, suddenly a high-pitched voice came from the other side of the room.
I looked over and saw Yojiro arguing with a couple of people sitting next to him.",0.0,0.0,0.0,0.0,1.0
"時々ダーターファブラと言う。
なんの事だかわからない。
しかし与次郎の相手は、この言葉を聞くたびに笑いだす。
与次郎はますます得意になって、ダーターファブラ我々新時代の青年は……とやっている。","Sometimes I say darter fabula.
I don't know what it is.
But Yojiro's partner starts laughing every time he hears the word.
Yojiro is getting better and better at it and is doing darter fabula we new age youth are doing .......",0.0,0.5,0.0,0.25,0.25
"三四郎の筋向こうにすわっていた色の白い品のいい学生が、しばらくナイフの手を休めて、与次郎の連中をながめていたが、やがて笑いながら Il a le diable au corps（悪魔が乗り移っている）と冗談半分にフランス語を使った。
向こうの連中にはまったく聞こえなかったとみえて、この時ビールのコップが四つばかり一度に高く上がった。
得意そうに祝盃をあげている。","A white, elegant student sitting on the other side of Sanshiro's line rested his knife hand for a while and looked at Yojiro's group, then laughed and half-jokingly used the French phrase ""Il a le diable au corps"" (The devil is in me).
The French people on the other side did not seem to hear it at all, and at this time, four beer cups were raised high at once.
They were celebrating with pride.",0.25,0.0,0.25,0.12,0.38
「あの人はたいへんにぎやかな人ですね」と三四郎の隣の金縁眼鏡をかけた学生が言った。,"He is a very lively person,"" said a student with gold-rimmed glasses next to Sanshiro.",1.0,0.0,0.0,0.0,0.0
「ええ。よくしゃべります」,"Yes, he talks a lot. He talks a lot.""",0.0,0.0,0.0,1.0,0.0
"「ぼくはいつか、あの人に淀見軒でライスカレーをごちそうになった。まるで知らないのに、突然来て、君淀見軒へ行こうって、とうとう引っ張っていって……」
学生はハハハと笑った。
三四郎は、淀見軒で与次郎からライスカレーをごちそうになったものは自分ばかりではないんだなと悟った。","I was treated to rice curry at Yodomiken one day by a man I didn't know. I didn't even know him, but he came out of the blue and asked me to go to Yodomiken, and finally dragged me there. ......
The student laughed.
Sanshiro realized that he was not the only one who had been served rice curry by Yojiro at Yodomiken.",0.17,0.0,0.17,0.33,0.33
"やがてコーヒーが出る。
一人が椅子を離れて立った。
与次郎が激しく手をたたくと、ほかの者もたちまち調子を合わせた。
立った者は、新しい黒の制服を着て、鼻の下にもう髭をはやしている。
背がすこぶる高い。","Eventually coffee is served.
One of them left his chair and stood up.
Yojiro clapped his hands vigorously, and the others immediately joined in.
The one who stood was wearing a new black uniform and already had a beard under his nose.
He was very tall.",0.0,0.25,0.0,0.25,0.5
"立つには恰好のよい男である。
演説めいたことを始めた。
我々が今夜ここへ寄って、懇親のために、一夕の歓をつくすのは、それ自身において愉快な事であるが、この懇親が単に社交上の意味ばかりでなく、それ以外に一種重要な影響を生じうると偶然ながら気がついたら自分は立ちたくなった。
この会合はビールに始まってコーヒーに終っている。
まったく普通の会合である。","He is a well-dressed man to stand.
He began what sounded like a speech.
It is a pleasant thing in itself for us to drop in here tonight for an evening of socializing, but I find myself wanting to get up when I realize, by chance, that this socializing has not only a social meaning, but can also have a kind of important effect.
The meeting began with beer and ended with coffee.
It was a perfectly normal meeting.",0.38,0.0,0.12,0.0,0.5
