『銀河鉄道の夜』宮沢賢治,En_text,Happy,Angry,Surprise,Sad,Fear
"青年はとりなすように云いました。
向うの青い森の中の三角標はすっかり汽車の正面に来ました。
そのとき汽車のずうっとうしろの方からあの聞きなれた〔約二字分空白〕番の讃美歌のふしが聞えてきました。","The young man said dismissively, ""I'm sorry, but I can't help it.
The triangular marker in the blue forest was now completely in front of the train.
At that moment, from far behind the train, I heard the familiar strains of a hymn.",0.0,0.0,0.0,0.5,0.5
"よほどの人数で合唱しているらしいのでした。
青年はさっと顔いろが青ざめ、たって一ぺんそっちへ行きそうにしましたが思いかえしてまた座りました。
かおる子はハンケチを顔にあててしまいました。","It seemed that a very large number of people were singing in a chorus.
The young man's face turned pale and he stood up and almost went that way for a moment, but then reconsidered and sat down again.
Kaoruko put her handkerchief to her face.",0.0,0.0,0.33,0.17,0.5
"ジョバンニまで何だか鼻が変になりました。
けれどもいつともなく誰ともなくその歌は歌い出されだんだんはっきり強くなりました。
思わずジョバンニもカムパネルラも一緒にうたい出したのです。","Even Giovanni's nose began to run funny.
But then, without any notice, the song started to be sung and became clearer and clearer.
Unintentionally, both Giovanni and Kam Panela started to sing along with it.",0.0,0.0,0.5,0.0,0.5
そして青い橄欖の森が見えない天の川の向うにさめざめと光りながらだんだんうしろの方へ行ってしまいそこから流れて来るあやしい楽器の音ももう汽車のひびきや風の音にすり耗らされてずうっとかすかになりました。,"And then the blue peridot forest, glistening in the direction of the invisible Milky Way, gradually moved toward the back, and the sound of the strange instruments coming from there was now lost in the train and the wind.",0.0,0.0,0.25,0.5,0.25
「あ孔雀が居るよ。」,"""Oh, there's a peacock.""",0,0,0,0,0
「ええたくさん居たわ。」,"Yeah, there were a lot of them.",0.0,0.0,0.0,1.0,0.0
"女の子がこたえました。
ジョバンニはその小さく小さくなっていまはもう一つの緑いろの貝ぼたんのように見える森の上にさっさっと青じろく時々光ってその孔雀がはねをひろげたりとじたりする光の反射を見ました。","The girl answered.
Giovanni saw the reflection of the light of the peacock spreading and closing its wings, glowing sometimes in a bluish blue light over the forest, which had become smaller and smaller and now looked like another green shell.",0.14,0.14,0.14,0.29,0.29
「そうだ、孔雀の声だってさっき聞えた。」,"Yes, I even heard a peacock earlier.""",0,0,0,0,0
カムパネルラがかおる子に云いました。,Kamupanella said to Kaoruko.,0,0,0,0,0
「ええ、三十疋ぐらいはたしかに居たわ。ハープのように聞えたのはみんな孔雀よ。」,"Yes, there were about thirty of them. They sounded like harps, but they were all peacocks.",0,0,0,0,0
"女の子が答えました。
ジョバンニは俄かに何とも云えずかなしい気がして思わず","The girl answered.
Giovanni suddenly felt sad and couldn't help but smile.",0.25,0.0,0.25,0.5,0.0
「カムパネルラ、ここからはねおりて遊んで行こうよ。」とこわい顔をして云おうとしたくらいでした。,"I even tried to say with a frightened look on my face, ""Come on, cam panela, let's go play down from here."" I even tried to say with a frightened look on my face.",0.0,0.0,0.0,0.0,1.0
"川は二つにわかれました。
そのまっくらな島のまん中に高い高いやぐらが一つ組まれてその上に一人の寛い服を着て赤い帽子をかぶった男が立っていました。
そして両手に赤と青の旗をもってそらを見上げて信号しているのでした。","The river split in two.
In the middle of the dark island, there was a tall, lofty tower on which stood a man in loose clothing and a red hat.
He was holding a red and blue flag in both hands, looking up at the sky and signaling.",0.0,0.4,0.0,0.4,0.2
"ジョバンニが見ている間その人はしきりに赤い旗をふっていましたが俄かに赤旗をおろしてうしろにかくすようにし青い旗を高く高くあげてまるでオーケストラの指揮者のように烈しく振りました。
すると空中にざあっと雨のような音がして何かまっくらなものがいくかたまりもいくかたまりも鉄砲丸のように川の向うの方へ飛んで行くのでした。
ジョバンニは思わず窓からからだを半分出してそっちを見あげました。","As Giovanni watched, the man kept waving the red flag, but suddenly he put down the red flag, hid it behind him, and raised the blue flag high in the air, waving it fiercely like an orchestra conductor.
Then there was a sound like rain in the air, and several chunks of something dark flew toward the river like cannonballs.
Giovanni involuntarily leaned half his body out of the window and looked up.",0.0,0.3,0.1,0.3,0.3
美しい美しい桔梗いろのがらんとした空の下を実に何万という小さな鳥どもが幾組も幾組もめいめいせわしくせわしく鳴いて通って行くのでした。,"Under the beautiful bellflower-colored sky, tens of thousands of small birds were passing by, chirping and chirping in pairs.",0.5,0.5,0.0,0.0,0.0
「鳥が飛んで行くな。」,"Don't let the birds fly away.""",0.0,1.0,0.0,0.0,0.0
ジョバンニが窓の外で云いました。,Giovanni said out the window.,0,0,0,0,0
